name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,58,0,58,0.0,0.0
IsNested,52,0,52,0.0,0.0
HasNestedMethods,48,2,46,4.166666666666666,28.57142857142857
HasFunctions,553,4,549,0.7233273056057866,57.14285714285714
IsFunction,99,0,99,0.0,0.0
HasFunctionParameters,38,0,38,0.0,0.0
HasHigherOrderCalls,419,4,415,0.9546539379474941,57.14285714285714
HasFunctionCalls,36,0,36,0.0,0.0
HasCurrying,17,0,17,0.0,0.0
HasPatternMatching,426,5,421,1.1737089201877933,71.42857142857143
HasLazyValues,136,0,136,0.0,0.0
HasMultipleParameterLists,74,0,74,0.0,0.0
FunctionalScoreBool,1011,5,1006,0.4945598417408506,71.42857142857143
HasVariables,236,1,235,0.423728813559322,14.285714285714285
HasVariableDefinitions,41,0,41,0.0,0.0
HasInnerVariableAssignment,49,0,49,0.0,0.0
HasOuterVariableUsage,196,1,195,0.5102040816326531,14.285714285714285
HasOuterVariableAssignment,106,0,106,0.0,0.0
HasSideEffects,770,4,766,0.5194805194805194,57.14285714285714
IsSideEffect,427,0,427,0.0,0.0
HasSideEffectCalls,549,2,547,0.36429872495446264,28.57142857142857
HasSideEffectFunctions,76,0,76,0.0,0.0
ImperativeScoreBool,825,4,821,0.48484848484848486,57.14285714285714
HasPointsBool,1494,5,1489,0.33467202141900937,71.42857142857143
ParadigmScoreBool,1152,1,1151,0.08680555555555555,14.285714285714285
