name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,3,2,1,66.66666666666666,2.4691358024691357
HasNestedMethods,23,17,6,73.91304347826086,20.98765432098765
HasFunctions,138,60,78,43.47826086956522,74.07407407407408
IsFunction,8,2,6,25.0,2.4691358024691357
HasFunctionParameters,26,12,14,46.15384615384615,14.814814814814813
HasHigherOrderCalls,129,58,71,44.96124031007752,71.60493827160494
HasFunctionCalls,23,10,13,43.47826086956522,12.345679012345679
HasPatternMatching,109,54,55,49.54128440366973,66.66666666666666
HasLazyValues,4,3,1,75.0,3.7037037037037033
HasMultipleParameterLists,80,33,47,41.25,40.74074074074074
FunctionalScoreBool,186,71,115,38.17204301075269,87.65432098765432
HasVariables,22,15,7,68.18181818181817,18.51851851851852
HasVariableDefinitions,13,9,4,69.23076923076923,11.11111111111111
HasInnerVariableAssignment,15,11,4,73.33333333333333,13.580246913580247
HasOuterVariableUsage,10,6,4,60.0,7.4074074074074066
HasOuterVariableAssignment,6,2,4,33.33333333333333,2.4691358024691357
HasSideEffects,102,46,56,45.09803921568628,56.79012345679012
IsSideEffect,73,34,39,46.57534246575342,41.9753086419753
HasSideEffectCalls,67,38,29,56.71641791044776,46.913580246913575
HasSideEffectFunctions,24,14,10,58.333333333333336,17.28395061728395
ImperativeScoreBool,104,47,57,45.19230769230769,58.0246913580247
HasPointsBool,202,75,127,37.12871287128713,92.5925925925926
ParadigmScoreBool,173,65,108,37.57225433526011,80.24691358024691
