name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,43,15,28,34.883720930232556,30.612244897959183
HasNestedMethods,90,18,72,20.0,36.734693877551024
HasFunctions,335,37,298,11.044776119402986,75.51020408163265
IsFunction,6,0,6,0.0,0.0
HasFunctionParameters,76,9,67,11.842105263157894,18.367346938775512
HasHigherOrderCalls,309,37,272,11.974110032362459,75.51020408163265
HasFunctionCalls,72,14,58,19.444444444444446,28.57142857142857
HasCurrying,7,1,6,14.285714285714285,2.0408163265306123
HasPatternMatching,278,37,241,13.309352517985612,75.51020408163265
HasLazyValues,51,21,30,41.17647058823529,42.857142857142854
HasMultipleParameterLists,178,28,150,15.730337078651685,57.14285714285714
FunctionalScoreBool,494,43,451,8.704453441295547,87.75510204081633
HasVariables,88,20,68,22.727272727272727,40.816326530612244
HasVariableDefinitions,45,9,36,20.0,18.367346938775512
HasInnerVariableAssignment,43,9,34,20.930232558139537,18.367346938775512
HasOuterVariableUsage,52,15,37,28.846153846153843,30.612244897959183
HasOuterVariableAssignment,54,13,41,24.074074074074073,26.53061224489796
HasSideEffects,307,42,265,13.680781758957655,85.71428571428571
IsSideEffect,144,25,119,17.36111111111111,51.02040816326531
HasSideEffectCalls,272,38,234,13.970588235294118,77.55102040816327
HasSideEffectFunctions,71,19,52,26.76056338028169,38.775510204081634
ImperativeScoreBool,311,42,269,13.504823151125404,85.71428571428571
HasPointsBool,556,44,512,7.913669064748201,89.79591836734694
ParadigmScoreBool,386,31,355,8.031088082901555,63.26530612244898
