name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,138,9,129,6.521739130434782,8.49056603773585
CountNestedDepth,223,8,215,3.587443946188341,7.547169811320755
CountNestedMethods,211,19,192,9.004739336492891,17.92452830188679
CountFunctions,1129,47,1082,4.162976085031001,44.339622641509436
IsFunction,9,0,9,0.0,0.0
CountFunctionParameters,263,1,262,0.38022813688212925,0.9433962264150944
CountHigherOrderCalls,992,47,945,4.737903225806452,44.339622641509436
CountFunctionCalls,155,4,151,2.5806451612903225,3.7735849056603774
CountCurrying,14,2,12,14.285714285714285,1.8867924528301887
CountPatternMatching,1021,54,967,5.288932419196866,50.943396226415096
CountLazyValues,151,20,131,13.245033112582782,18.867924528301888
CountParameterLists,971,23,948,2.368692070030896,21.69811320754717
FunctionalScoreCount,2499,84,2415,3.361344537815126,79.24528301886792
CountVariables,411,18,393,4.37956204379562,16.9811320754717
CountVariableDefinitions,62,6,56,9.67741935483871,5.660377358490567
CountInnerVariableAssignment,62,6,56,9.67741935483871,5.660377358490567
CountOuterVariableUsage,357,15,342,4.201680672268908,14.150943396226415
CountOuterVariableAssignment,201,8,193,3.9800995024875623,7.547169811320755
CountSideEffects,1322,59,1263,4.462934947049924,55.660377358490564
IsSideEffect,755,24,731,3.1788079470198674,22.641509433962266
CountSideEffectCalls,1068,51,1017,4.775280898876404,48.113207547169814
CountSideEffectFunctions,185,17,168,9.18918918918919,16.037735849056602
ImperativeScoreCount,1457,62,1395,4.25531914893617,58.490566037735846
HasPointsCount,3067,93,2974,3.0322791000978153,87.73584905660378
ParadigmScoreCount,2178,40,2138,1.8365472910927456,37.735849056603776
