name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,455,189,266,41.53846153846154,9.13926499032882
CountNestedMethods,2221,640,1581,28.815848716794235,30.947775628626694
CountFunctions,5232,1346,3886,25.726299694189603,65.08704061895551
IsFunction,1110,332,778,29.90990990990991,16.054158607350097
CountFunctionParameters,1085,410,675,37.78801843317972,19.825918762088975
CountHigherOrderCalls,3825,1197,2628,31.294117647058822,57.88201160541586
CountFunctionCalls,2068,488,1580,23.597678916827853,23.597678916827853
CountCurrying,704,248,456,35.22727272727273,11.992263056092844
CountPatternMatching,3910,1192,2718,30.485933503836314,57.640232108317214
CountLazyValues,704,244,460,34.659090909090914,11.798839458413926
CountParameterLists,960,370,590,38.54166666666667,17.891682785299807
FunctionalScoreCount,7037,1610,5427,22.879067784567287,77.85299806576403
CountVariables,3933,943,2990,23.976608187134502,45.59961315280464
CountVariableDefinitions,1261,357,904,28.31086439333862,17.263056092843325
CountInnerVariableAssignment,747,239,508,31.994645247657296,11.55705996131528
CountOuterVariableUsage,3712,871,2841,23.464439655172413,42.11798839458414
CountOuterVariableAssignment,2967,773,2194,26.05325244354567,37.379110251450676
CountSideEffects,7557,1471,6086,19.465396321291518,71.13152804642166
IsSideEffect,5527,1033,4494,18.69006694409264,49.951644100580275
CountSideEffectCalls,6717,1403,5314,20.887300878368322,67.84332688588007
CountSideEffectFunctions,1544,640,904,41.45077720207254,30.947775628626694
ImperativeScoreCount,7631,1475,6156,19.329052548814047,71.32495164410058
HasPointsCount,9671,1808,7863,18.695067728259744,87.4274661508704
ParadigmScoreCount,5636,1153,4483,20.45777146912704,55.75435203094777
