name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CountCurrying,8,12.746295921740519,9.722559712176446,2.5805850662839798,2.3967558549176786
CountFunctionCalls,9,11.861186977259841,9.272791780367868,8.150622087275448,8.882757157140016
CountFunctionParameters,9,8.44335221688494,7.2302775681497655,10.382403324745688,11.68815206804912
CountFunctions,9,11.647149830710102,9.771013089356215,50.92069853283032,12.592067908953275
CountHigherOrderCalls,9,12.343979585821888,10.085234378947476,46.6959189337786,13.86865861499681
CountInnerVariableAssignment,9,16.404874025050976,12.734003582132637,5.029488877600574,5.230229604040191
CountLazyValues,9,13.491464886813723,11.830387154949202,3.754895487598567,5.039703480007783
CountNestedDepth,9,10.117454145928031,10.625988479554842,3.075067944827431,2.0873392680127827
CountNestedMethods,9,20.250963292572944,19.624383329911915,14.217514004570573,8.854512242344358
CountOuterVariableAssignment,9,7.035920969682894,7.537829740492627,3.289433229866019,5.705548062675266
CountOuterVariableUsage,9,8.652932034751775,7.25667791286082,8.63712050377827,9.115862747567878
CountParameterLists,9,12.020077058561565,13.537494637071932,27.188747955211365,21.980363533841658
CountPatternMatching,9,17.6153329216892,16.989360125134706,40.051877543485865,14.265261879452652
CountRecursiveCalls,9,10.181417111054412,11.648131120246742,2.9087155053586304,3.536454091947991
CountSideEffectCalls,9,12.86105307168645,10.147119692648474,27.17963327866939,17.785028126656556
CountSideEffectFunctions,9,23.166589622900517,14.447465124813897,8.04729810383095,7.203373774846647
CountSideEffects,9,10.696496476657039,8.889078307597494,34.22860224136595,22.857334497659252
CountVariableDefinitions,9,15.60512015396093,12.23935097575622,3.8180312202358997,3.704192908438486
CountVariables,9,10.417268706053324,7.656854176490988,11.340857835738547,8.759867902235328
FunctionalScoreCount,9,11.662822866326984,11.20837447023707,74.17945010109084,12.28609681143297
HasPointsCount,9,10.97647455130582,10.935969592518386,80.93941177703574,11.421718090076226
ImperativeScoreCount,9,10.586164419691887,8.642841922227356,35.98786797238718,22.960452739599564
IsFunction,9,6.265401072603481,8.30545658530547,2.2966439574680337,2.6781095010896685
IsSideEffect,9,8.062830223829794,7.308956334636871,12.404390631772545,12.888287123556994
ParadigmScoreCount,9,10.025409004075973,11.119856000814684,51.71150548059347,24.88298128316976
