name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,58,0,58,0.0,0.0
CountNestedDepth,52,0,52,0.0,0.0
CountNestedMethods,48,2,46,4.166666666666666,33.33333333333333
CountFunctions,553,4,549,0.7233273056057866,66.66666666666666
IsFunction,99,0,99,0.0,0.0
CountFunctionParameters,38,0,38,0.0,0.0
CountHigherOrderCalls,419,4,415,0.9546539379474941,66.66666666666666
CountFunctionCalls,37,0,37,0.0,0.0
CountCurrying,18,0,18,0.0,0.0
CountPatternMatching,427,4,423,0.936768149882904,66.66666666666666
CountLazyValues,136,0,136,0.0,0.0
CountParameterLists,74,0,74,0.0,0.0
FunctionalScoreCount,1012,4,1008,0.3952569169960474,66.66666666666666
CountVariables,236,1,235,0.423728813559322,16.666666666666664
CountVariableDefinitions,41,0,41,0.0,0.0
CountInnerVariableAssignment,49,0,49,0.0,0.0
CountOuterVariableUsage,196,1,195,0.5102040816326531,16.666666666666664
CountOuterVariableAssignment,106,0,106,0.0,0.0
CountSideEffects,771,4,767,0.5188067444876783,66.66666666666666
IsSideEffect,428,0,428,0.0,0.0
CountSideEffectCalls,549,2,547,0.36429872495446264,33.33333333333333
CountSideEffectFunctions,76,0,76,0.0,0.0
ImperativeScoreCount,826,4,822,0.48426150121065376,66.66666666666666
HasPointsCount,1495,4,1491,0.26755852842809363,66.66666666666666
ParadigmScoreCount,1152,0,1152,0.0,0.0
